id, ratioMA5_MA30,ratio5, ratio3
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.01,1.02,1.04,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.01,1.01,1.03,1.00
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.01,1.01,1.02,1.00
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.00,1.01,1.02,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.04,0.98
18,1.00,1.02,1.04,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.04,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.01,1.01,1.03,1.00
18,1.01,1.02,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.02,1.03,0.98
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.01,1.01,1.03,1.00
18,1.00,1.01,1.03,0.99
18,1.00,1.01,1.03,0.99
18,1.01,1.02,1.03,0.99
18,1.01,1.02,1.04,0.99
18,1.02,1.03,1.04,0.99
18,1.02,1.03,1.05,0.99
18,1.02,1.04,1.05,0.98
18,1.02,1.04,1.06,0.98
18,1.02,1.05,1.07,0.97
18,1.02,1.05,1.07,0.97
18,1.01,1.05,1.07,0.96
18,1.02,1.06,1.07,0.96
18,1.01,1.06,1.07,0.95
18,1.01,1.06,1.08,0.95
18,1.02,1.07,1.09,0.95
18,1.02,1.07,1.09,0.95
18,1.02,1.07,1.09,0.95
