id, ratioMA5_MA30,ratio5, ratio3
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.01,1.01,1.02,1.00
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.02,1.03,0.98
14,1.00,1.02,1.02,0.98
14,1.01,1.02,1.03,0.99
14,1.00,1.02,1.03,0.98
14,1.00,1.02,1.03,0.98
14,1.00,1.02,1.03,0.98
14,1.00,1.02,1.03,0.98
14,1.00,1.02,1.03,0.98
14,1.00,1.01,1.03,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.01,1.01,1.03,1.00
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
14,1.00,1.01,1.02,0.99
