id, ratioMA5_MA30,ratio5, ratio3
16,1.01,1.03,1.06,0.98
16,1.01,1.03,1.06,0.98
16,1.00,1.03,1.05,0.97
16,1.00,1.03,1.05,0.97
16,1.00,1.03,1.05,0.97
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.05,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.04,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.02,1.03,0.98
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.02,0.99
16,1.00,1.01,1.02,0.99
16,1.00,1.01,1.02,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.02,0.99
16,1.00,1.01,1.02,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.02,1.03,0.98
16,1.00,1.02,1.03,0.98
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
16,1.00,1.01,1.03,0.99
