id, ratioMA5_MA30,ratio5, ratio3
8,1.01,1.06,1.12,0.95
8,1.01,1.06,1.11,0.95
8,1.00,1.05,1.11,0.95
8,1.01,1.06,1.12,0.95
8,1.01,1.05,1.11,0.96
8,1.01,1.05,1.11,0.96
8,1.01,1.05,1.11,0.96
8,1.00,1.05,1.11,0.95
8,1.00,1.04,1.10,0.96
8,1.00,1.04,1.10,0.96
8,1.00,1.04,1.10,0.96
8,1.00,1.04,1.10,0.96
8,1.01,1.05,1.11,0.96
8,1.01,1.05,1.11,0.96
8,1.01,1.04,1.10,0.97
8,1.01,1.04,1.10,0.97
8,1.01,1.05,1.10,0.96
8,1.01,1.04,1.10,0.97
8,1.01,1.05,1.10,0.96
8,1.01,1.05,1.10,0.96
8,1.01,1.05,1.10,0.96
8,1.01,1.05,1.10,0.96
8,1.01,1.04,1.10,0.97
8,1.00,1.04,1.09,0.96
8,1.00,1.04,1.09,0.96
8,1.01,1.04,1.09,0.97
8,1.01,1.04,1.09,0.97
8,1.00,1.04,1.09,0.96
8,1.00,1.03,1.08,0.97
8,1.00,1.03,1.08,0.97
8,1.00,1.03,1.08,0.97
8,1.00,1.03,1.08,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.05,0.98
8,1.00,1.02,1.05,0.98
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.01,1.01,1.02,1.00
8,1.01,1.02,1.03,0.99
8,1.01,1.01,1.02,1.00
8,1.00,1.01,1.02,0.99
8,1.01,1.02,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.01,1.02,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.01,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.02,0.99
8,1.00,1.02,1.02,0.98
8,1.00,1.02,1.02,0.98
8,1.00,1.02,1.02,0.98
8,1.00,1.02,1.02,0.98
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.02,1.03,0.98
8,1.00,1.01,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.01,1.02,1.03,0.99
8,1.01,1.01,1.02,1.00
8,1.00,1.01,1.02,0.99
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.03,0.99
8,1.00,1.02,1.03,0.98
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.03,0.99
8,1.01,1.02,1.03,0.99
8,1.04,1.06,1.07,0.98
8,1.03,1.06,1.07,0.97
8,1.03,1.06,1.07,0.97
8,1.02,1.05,1.07,0.97
8,1.01,1.05,1.07,0.96
8,1.00,1.05,1.06,0.95
8,1.00,1.05,1.06,0.95
8,1.00,1.05,1.06,0.95
8,1.00,1.04,1.06,0.96
8,1.00,1.04,1.06,0.96
8,1.00,1.04,1.06,0.96
8,1.00,1.04,1.06,0.96
8,1.00,1.04,1.06,0.96
8,1.00,1.03,1.06,0.97
8,1.00,1.03,1.06,0.97
8,1.00,1.03,1.05,0.97
8,1.00,1.03,1.05,0.97
8,1.00,1.03,1.05,0.97
8,1.00,1.02,1.05,0.98
8,1.00,1.02,1.05,0.98
8,1.00,1.02,1.05,0.98
8,1.00,1.02,1.05,0.98
8,1.00,1.02,1.05,0.98
8,1.00,1.02,1.04,0.98
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.01,1.01,1.02,1.00
8,1.01,1.01,1.02,1.00
8,1.00,1.01,1.02,0.99
8,1.04,1.05,1.06,0.99
8,1.03,1.05,1.06,0.98
8,1.02,1.05,1.05,0.97
8,1.02,1.05,1.06,0.97
8,1.01,1.05,1.06,0.96
8,1.00,1.05,1.06,0.95
8,1.00,1.04,1.06,0.96
8,1.00,1.04,1.06,0.96
8,1.02,1.06,1.07,0.96
8,1.02,1.06,1.07,0.96
8,1.01,1.05,1.07,0.96
8,1.01,1.05,1.07,0.96
8,1.01,1.05,1.07,0.96
8,1.00,1.05,1.07,0.95
8,1.02,1.07,1.09,0.95
8,1.02,1.06,1.09,0.96
8,1.01,1.06,1.08,0.95
8,1.01,1.06,1.08,0.95
8,1.00,1.05,1.08,0.95
8,1.00,1.05,1.08,0.95
8,1.00,1.05,1.08,0.95
8,1.00,1.04,1.07,0.96
8,1.00,1.04,1.07,0.96
8,1.00,1.04,1.07,0.96
8,1.00,1.04,1.07,0.96
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.03,1.07,0.97
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.02,1.06,0.98
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.05,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.04,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.03,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.01,1.01,1.02,1.00
8,1.01,1.01,1.02,1.00
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.02,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.00,1.01,1.00
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
8,1.00,1.01,1.01,0.99
